itemKey,name,type,registry,catalogPresent,catalogGroup,compositionMode,childCount,placement,rotation,moveSnap,color,image,light,glass,fabric,capabilities,bomOk,bomError,persistence,renderer,factoryOk,contractProfile,definition,placeable,gaps
wall_100_short_up_2,Panel 100 Short Up 2,flat-panel,COMPOSITE_ITEMS,true,Panel Ek Modül,recipe,5,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createFlatPanelModule,true,wall-editable,,true,definition md yok
wall_50_short_up_2,Panel 50 Short Up 2,flat-panel,COMPOSITE_ITEMS,true,Panel Ek Modül,recipe,5,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createFlatPanelModule,true,wall-editable,,true,definition md yok
wall_200_short_up_1,Panel 200 Short Up 1,flat-panel,COMPOSITE_ITEMS,true,Panel Ek Modül,recipe,5,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createFlatPanelModule,true,wall-editable,,true,definition md yok
wall_150_short_up_1,Panel 150 Short Up 1,flat-panel,COMPOSITE_ITEMS,true,Panel Ek Modül,recipe,5,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createFlatPanelModule,true,wall-editable,,true,definition md yok
wall_100_short_up_1,Panel 100 Short Up 1,flat-panel,COMPOSITE_ITEMS,true,Panel Ek Modül,recipe,5,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createFlatPanelModule,true,wall-editable,,true,definition md yok
wall_50_short_up_1,Panel 50 Short Up 1,flat-panel,COMPOSITE_ITEMS,true,Panel Ek Modül,recipe,5,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createFlatPanelModule,true,wall-editable,,true,definition md yok
wall_base_100,Panel Bazalı 100,base-wall,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,9,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createBaseWallModule,true,wall-editable,docs/items/definitions/wall_base_100.md,true,
wall_base_150,Panel Bazalı 150,base-wall,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,9,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createBaseWallModule,true,wall-editable,docs/items/definitions/wall_base_150.md,true,
wall_base_200,Panel Bazalı 200,base-wall,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,9,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createBaseWallModule,true,wall-editable,docs/items/definitions/wall_base_200.md,true,
wall_separator_50,Separatör 50,separator,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,6,wall,90,50,evet,hayır,hayır,hayır,hayır,color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createSeparatorModule,true,wall-color-only,docs/items/definitions/wall_separator_50.md,true,
wall_separator_100,Separatör 100,separator,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,5,wall,90,50,evet,hayır,hayır,hayır,hayır,color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createSeparatorModule,true,wall-color-only,docs/items/definitions/wall_separator_100.md,true,
wall_separator_50_sarmasik,Separatör 50 Sarmaşık,separator,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,6,wall,90,50,evet,hayır,hayır,hayır,hayır,color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createSeparatorModule,true,wall-color-only,docs/items/definitions/wall_separator_50_sarmasik.md,true,
wall_separator_100_sarmasik,Separatör 100 Sarmaşık,separator,COMPOSITE_ITEMS,true,Panel & Duvar,recipe,5,wall,90,50,evet,hayır,hayır,hayır,hayır,color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createSeparatorModule,true,wall-color-only,docs/items/definitions/wall_separator_100_sarmasik.md,true,
wall_shelf_2_100,Raf 100 · 2 Raf,shelf,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,7,wall,90,50,evet,evet,evet,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShelfModule,true,wall-editable,docs/items/definitions/wall_shelf_2_100.md,true,
wall_shelf_2_150,Raf 150 · 2 Raf,shelf,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,7,wall,90,50,evet,evet,evet,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShelfModule,true,wall-editable,docs/items/definitions/wall_shelf_2_150.md,true,
wall_shelf_2_200,Raf 200 · 2 Raf,shelf,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,7,wall,90,50,evet,evet,evet,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShelfModule,true,wall-editable,docs/items/definitions/wall_shelf_2_200.md,true,
wall_shelf_3_100,Raf 100 · 3 Raf,shelf,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,7,wall,90,50,evet,evet,evet,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShelfModule,true,wall-editable,docs/items/definitions/wall_shelf_3_100.md,true,
wall_shelf_3_150,Raf 150 · 3 Raf,shelf,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,7,wall,90,50,evet,evet,evet,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShelfModule,true,wall-editable,docs/items/definitions/wall_shelf_3_150.md,true,
wall_shelf_3_200,Raf 200 · 3 Raf,shelf,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,7,wall,90,50,evet,evet,evet,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShelfModule,true,wall-editable,docs/items/definitions/wall_shelf_3_200.md,true,
wall_showcase_100_2,2 Gözlü Vitrin 100,showcase-2,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,8,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShowcaseModule,true,wall-editable,docs/items/definitions/wall_showcase_100_2.md,true,
wall_showcase_100_3,3 Gözlü Vitrin 100,showcase-3,COMPOSITE_ITEMS,true,Raf & Vitrin,recipe,8,wall,90,50,evet,evet,hayır,evet (yalnız panel selectionMode),evet (yalnız panel selectionMode),color=false image=false glass=false lightbox=false mesh=false,true,,project.modules[] factory state + placement,createShowcaseModule,true,wall-editable,docs/items/definitions/wall_showcase_100_3.md,true,
