itemKey,itemKey,name,type,registry,static.bodyItems.glassShelfItemKey,static.bodyItems.horizontalItemKey,static.bodyItems.sideItemKey,static.composition.items,static.composition.mode,static.composition.moduleType,static.composition.nominalWidthCm,static.composition.options.shape,static.composition.options.shelfCount,static.connectorType,static.defaultColor,static.dimensions.catalogHeightCm,static.dimensions.depthCm,static.dimensions.heightCm,static.dimensions.lengthCm,static.dimensions.mountHeightCm,static.dimensions.screenHeightCm,static.dimensions.screenWidthCm,static.dimensions.tableDiameterCm,static.dimensions.thicknessCm,static.dimensions.wallGapCm,static.dimensions.widthCm,static.eyeCount,static.material,static.modelFile,static.modelRotationYDeg,static.nominalModuleWidthCm,static.paintable,static.panelRole,static.preserveModelScale,static.shape,static.shelfCount,static.sizeInch,static.stripOccupancy.align,static.stripOccupancy.stripCount,static.unit,static.variant,static.videoWall.cols,static.videoWall.panelScreenHeightCm,static.videoWall.panelScreenWidthCm,static.videoWall.rows,static.visualRotationYDeg,catalog.present,catalog.inKeysList,catalog.groups,catalog.depthCm,catalog.eyeCount,catalog.heightCm,catalog.itemKey,catalog.label,catalog.modelFile,catalog.modelRotationYDeg,catalog.panelScreenHeightCm,catalog.panelScreenWidthCm,catalog.preserveModelScale,catalog.screenHeightCm,catalog.screenWidthCm,catalog.shape,catalog.shelfCount,catalog.sizeInch,catalog.stripOccupancy.align,catalog.stripOccupancy.stripCount,catalog.type,catalog.unit,catalog.variant,catalog.videoWallCols,catalog.videoWallRows,catalog.visualRotationYDeg,catalog.widthCm,contract.present,contract.profile,contract.appearance.color,contract.appearance.image,contract.renderer.mode,contract.runtime.mode,contract.composition.mode,contract.bom.mode,contract.bom.source,contract.bom.reason,contract.state.owner,contract.state.persistence,behavior.allowSideInsert,behavior.boundarySnap,behavior.collision,behavior.collisionDepth,behavior.collisionHeight,behavior.connectionEndpoint,behavior.defaultRotationDeg,behavior.endpointContact,behavior.ghost.kind,behavior.ghost.opacity,behavior.ghost.renderer,behavior.magneticSnap,behavior.moveSnapCm,behavior.overlapWithTypes,behavior.placement,behavior.rotationStepDeg,behavior.sideInsertRotation,behavior.supportsWallOverlayMount,behavior.wallCapacity,behavior.explicitTypeEntry,behavior.collisionHeightRange,behavior.stripOccupancyResolved,capabilities.color,capabilities.image,capabilities.glass,capabilities.lightbox,capabilities.mesh,factory.fn,factory.ok,factory.reason,factory.stateKeys,state.bodySurface,state.chairCount,state.depthCm,state.eyeCount,state.faces,state.haloColor,state.heightCm,state.imageAssetId,state.itemKey,state.modelFile,state.modelRotationYDeg,state.panelScreenHeightCm,state.panelScreenWidthCm,state.preserveModelScale,state.screenHeightCm,state.screenWidthCm,state.shape,state.shelfCount,state.shelfLightingOn,state.sizeInch,state.stripOccupancy,state.stripOccupancy.align,state.stripOccupancy.stripCount,state.strips,state.surface,state.type,state.videoWallCols,state.videoWallRows,state.visualRotationYDeg,state.wallGapCm,state.widthCm,bom.ok,bom.error,bom.lineCount,bom.lines,recipe.id,recipe.moduleType,recipe.connectionMode,recipe.innerCornerPanelItemKey,parents.recipe,parents.innerCorner,parents.replacement,parents.cluster,parents.showcaseBody,media.widthCm,media.screenWidthCm,media.screenHeightCm,media.videoWallRows,media.videoWallCols,profile.catalogWidthCm,renderer.fn,ui.sidebar,ui.contextMenu.delete,ui.contextMenu.duplicate,ui.contextMenu.add,ui.editable.color,ui.editable.image,ui.editable.glass,ui.editable.fabric,ui.editable.shelfLight,ui.editable.foamResize,ui.editable.floorSelect,ui.editable.placement,ui.editable.rotation,persist.projectBlob,persist.path,featureContracts,docs.definition,tests.srcHits,tests.unitHits,tests.e2eHits,tests.docHits
upright_346_5,upright_346_5,"Dikme 346,5 cm",upright,LEAF_ITEMS,,,,,,,,,,,13685716,,,,346.5,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,true,true,Panel Ek Modül,8,,346.5,upright_346_5,"Dikme 346,5 cm",,,,,,,,,,,,,upright,,,,,,8,true,free-editable,editable,editable,procedural,static,standalone,self,src/itemBom.js,,src/designState.js,project-state,false,stand-edge,footprint,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,short-up-joint,50,"""[""""flat-panel"""",""""profile"""",""""counter""""]""",free,90,inherit,false,exclude,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createUprightModuleState,true,,"itemKey, type, widthCm, depthCm, heightCm",,,8,,,,346.5,,upright_346_5,,,,,,,,,,,,,,,,,upright,,,,,8,true,,1,upright_346_5×1 adet,,,,,door_100 (door-100 ×2 straight); wall_50 (wall-straight-50 ×2 straight); wall_100 (wall-straight-100 ×2 straight); wall_150 (wall-straight-150 ×2 straight); wall_200 (wall-straight-200 ×2 straight); wall_base_100 (base-wall-100 ×2 straight); wall_base_150 (base-wall-150 ×2 straight); wall_base_200 (base-wall-200 ×2 straight); wall_separator_50 (separator-50 ×2 straight); wall_separator_100 (separator-100 ×2 straight); wall_separator_50_sarmasik (separator-50 ×2 straight); wall_separator_100_sarmasik (separator-100 ×2 straight); wall_shelf_2_100 (shelf-wall-100-2 ×2 straight); wall_shelf_2_150 (shelf-wall-150-2 ×2 straight); wall_shelf_2_200 (shelf-wall-200-2 ×2 straight); wall_shelf_3_100 (shelf-wall-100-3 ×2 straight); wall_shelf_3_150 (shelf-wall-150-3 ×2 straight); wall_shelf_3_200 (shelf-wall-200-3 ×2 straight); wall_showcase_100_2 (showcase-2-100 ×2 straight); wall_showcase_100_3 (showcase-3-100 ×2 straight),,,,,,,,,,,createUprightModule,true,true,false,false,evet,evet,hayır,hayır,hayır,hayır,hayır,evet,evet,IndexedDB put(project) — alan şeması yok,project.modules[] factory state + placement,,docs/items/definitions/upright_346_5.md,"src/moduleContracts.js, src/catalog.js, src/items.js, src/moduleRecipes.js, src/modulePlacement.js, src/designState.js, src/scene3d.js","test/doorCompositeItemContract.test.js, test/moduleRecipes.test.js, test/profileFieldPlacement.test.js, test/wallFlatPanelItemsContract.test.js, test/showcaseRecipes.test.js, test/wallBaseItemsContract.test.js, test/uprightIntrinsicProperties.test.js, test/uprightFieldPlacement.test.js, test/separatorRecipes.test.js, test/upright3465ItemContract.test.js, test/baseItemsContract.test.js, test/wallShowcaseItemContract.test.js, test/baseWallRecipes.test.js, test/wallShelfItemsContract.test.js, test/wallSeparatorItemsContract.test.js",e2e/invalid-placement-ghost.spec.mjs,"docs/items/definitions/upright_346_5.md, docs/items/definitions/door_100.md, docs/items/definitions/wall_showcase_100_2.md, docs/items/definitions/wall_showcase_100_3.md, docs/items/door_100_full_system_audit.md, docs/items/ITEM_LIST.md, docs/items/inventory/ITEM_CAPABILITY_INVENTORY.md, docs/items/current-system/wall_50.md, docs/items/current-system/wall_base_150.md, docs/items/current-system/wall_200.md, docs/items/current-system/wall_shelf_2_100.md, docs/items/current-system/wall_base_100.md, docs/items/current-system/wall_shelf_2_150.md, docs/items/current-system/wall_showcase_100_3.md, docs/items/current-system/upright_346_5.md, docs/items/current-system/wall_150.md, docs/items/current-system/door_100.md, docs/items/current-system/wall_base_200.md, docs/items/current-system/wall_separator_50_sarmasik.md, docs/items/current-system/wall_showcase_100_2.md, docs/items/current-system/wall_shelf_2_200.md, docs/items/current-system/wall_shelf_3_100.md, docs/items/current-system/wall_shelf_3_200.md, docs/items/current-system/wall_separator_50.md, docs/items/current-system/wall_shelf_3_150.md, docs/items/current-system/wall_separator_100_sarmasik.md, docs/items/current-system/wall_100.md, docs/items/current-system/wall_separator_100.md"
upright_99,upright_99,Dikme 99 cm,upright,LEAF_ITEMS,,,,,,,,,,,13685716,,,,99,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,false,stand-edge,footprint,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,short-up-joint,50,"""[""""flat-panel"""",""""profile"""",""""counter""""]""",free,90,inherit,false,exclude,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createUprightModuleState,false,createUprightModuleState() sabit getItem('upright_346_5') kullanır; upright_99 üretilmez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,1,upright_99×1 adet,,,,,desk_banko_100 (counter-100 ×4); desk_banko_150 (counter-150 ×4); desk_banko_200 (counter-200 ×4); desk_banko_100_L (counter-l-100 ×5); desk_banko_150_L (counter-l-150 ×5); desk_banko_200_L (counter-l-200 ×5); wall_200_short_up_2 (wall-short-up-2-200 ×2 straight); wall_150_short_up_2 (wall-short-up-2-150 ×2 straight); wall_100_short_up_2 (wall-short-up-2-100 ×2 straight); wall_50_short_up_2 (wall-short-up-2-50 ×2 straight),,,,,,,,,,,createUprightModule,false,false,false,false,hayır,hayır,hayır,hayır,hayır,hayır,hayır,hayır,hayır,IndexedDB put(project) — alan şeması yok,doğrudan persist yok (parent BOM/recipe içinde),,docs/items/definitions/upright_99.md,"src/items.js, src/moduleRecipes.js","test/deskBankoItemsContract.test.js, test/moduleRecipes.test.js, test/lCounter200Contract.test.js, test/counterRecipes.test.js, test/lCounter100Contract.test.js, test/lCounter150Contract.test.js, test/uprightIntrinsicProperties.test.js, test/upright99And495ItemContract.test.js, test/wallFlatPanelItemsContract.test.js, test/upright3465ItemContract.test.js",,"docs/items/ITEM_LIST.md, docs/items/definitions/upright_99.md, docs/items/current-system/desk_banko_200.md, docs/items/current-system/desk_banko_100_L.md, docs/items/current-system/desk_banko_200_L.md, docs/items/current-system/upright_99.md, docs/items/current-system/desk_banko_100.md, docs/items/current-system/desk_banko_150.md, docs/items/current-system/desk_banko_150_L.md"
upright_49_5,upright_49_5,"Dikme 49,5 cm",upright,LEAF_ITEMS,,,,,,,,,,,13685716,,,,49.5,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,false,stand-edge,footprint,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,short-up-joint,50,"""[""""flat-panel"""",""""profile"""",""""counter""""]""",free,90,inherit,false,exclude,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createUprightModuleState,false,createUprightModuleState() sabit getItem('upright_346_5') kullanır; upright_49_5 üretilmez.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,1,upright_49_5×1 adet,,,,,BASE_100 (base-100 ×4); BASE_150 (base-150 ×4); BASE_200 (base-200 ×4); wall_200_short_up_1 (wall-short-up-1-200 ×2 straight); wall_150_short_up_1 (wall-short-up-1-150 ×2 straight); wall_100_short_up_1 (wall-short-up-1-100 ×2 straight); wall_50_short_up_1 (wall-short-up-1-50 ×2 straight); wall_base_100 (base-wall-100 ×2 straight); wall_base_150 (base-wall-150 ×2 straight); wall_base_200 (base-wall-200 ×2 straight),,,,,,,,,,,createUprightModule,false,false,false,false,hayır,hayır,hayır,hayır,hayır,hayır,hayır,hayır,hayır,IndexedDB put(project) — alan şeması yok,doğrudan persist yok (parent BOM/recipe içinde),,docs/items/definitions/upright_49_5.md,"src/items.js, src/moduleRecipes.js","test/moduleRecipes.test.js, test/baseWallRecipes.test.js, test/upright3465ItemContract.test.js, test/baseRecipes.test.js, test/baseItemsContract.test.js, test/uprightIntrinsicProperties.test.js, test/upright99And495ItemContract.test.js, test/wallFlatPanelItemsContract.test.js, test/wallBaseItemsContract.test.js",,"docs/items/definitions/upright_49_5.md, docs/items/ITEM_LIST.md, docs/items/current-system/wall_base_150.md, docs/items/current-system/BASE_150.md, docs/items/current-system/BASE_200.md, docs/items/current-system/wall_base_200.md, docs/items/current-system/upright_49_5.md, docs/items/current-system/BASE_100.md, docs/items/current-system/wall_base_100.md"
profile_41_5,profile_41_5,"Profil 41,5 cm",profile,LEAF_ITEMS,,,,,,,,,,,13685716,,,,41.5,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,true,true,Panel Ek Modül,8,,8,profile_41_5,"Profil 41,5 cm",,,,,,,,,,,,,profile,,,,,,50,true,free-editable,editable,editable,procedural,static,standalone,self,src/itemBom.js,,src/designState.js,project-state,true,stand-edge,segment,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,standard,50,"""[""""separator""""]""",wall,90,inherit,true,include,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createProfileModuleState,true,,"itemKey, type, widthCm, depthCm, heightCm",,,8,,,,350,,profile_41_5,,,,,,,,,,,,,,,,,profile,,,,,50,true,,1,profile_41_5×1 adet,,,,,BASE_100 (base-100 ×4); BASE_150 (base-150 ×4); BASE_200 (base-200 ×4); desk_banko_100 (counter-100 ×4); desk_banko_150 (counter-150 ×4); desk_banko_200 (counter-200 ×4); desk_banko_100_L (counter-l-100 ×5); desk_banko_150_L (counter-l-150 ×4); desk_banko_200_L (counter-l-200 ×4); wall_50 (wall-straight-50 ×2 straight); wall_50_short_up_2 (wall-short-up-2-50 ×2 straight); wall_50_short_up_1 (wall-short-up-1-50 ×2 straight); wall_base_100 (base-wall-100 ×4 straight); wall_base_150 (base-wall-150 ×4 straight); wall_base_200 (base-wall-200 ×4 straight); wall_separator_50 (separator-50 ×2 straight); wall_separator_50_sarmasik (separator-50 ×2 straight),,,,,,,,,,50,createProfileModule,true,true,true,true,evet,evet,hayır,hayır,hayır,hayır,hayır,evet,evet,IndexedDB put(project) — alan şeması yok,project.modules[] factory state + placement,,docs/items/definitions/profile_41_5.md,"src/moduleContracts.js, src/catalog.js, src/items.js, src/moduleRecipes.js","test/counterRecipes.test.js, test/baseWallRecipes.test.js, test/baseRecipes.test.js, test/baseItemsContract.test.js, test/wallSeparatorItemsContract.test.js, test/wallFlatPanelItemsContract.test.js, test/wallBaseItemsContract.test.js, test/uprightFieldPlacement.test.js, test/separatorRecipes.test.js, test/deskBankoItemsContract.test.js, test/profilesItemContract.test.js, test/profileIntrinsicProperties.test.js, test/profileFieldPlacement.test.js, test/profile190ItemContract.test.js, test/lCounter200Contract.test.js, test/moduleRecipes.test.js, test/lCounter150Contract.test.js, test/lCounter100Contract.test.js",,"docs/items/definitions/profile_41_5.md, docs/items/ITEM_LIST.md, docs/items/current-system/wall_base_150.md, docs/items/current-system/desk_banko_200.md, docs/items/current-system/BASE_200.md, docs/items/current-system/desk_banko_150_L.md, docs/items/current-system/wall_base_100.md, docs/items/current-system/desk_banko_100_L.md, docs/items/current-system/profile_41_5.md, docs/items/current-system/wall_50.md, docs/items/current-system/BASE_150.md, docs/items/current-system/BASE_100.md, docs/items/current-system/wall_separator_50_sarmasik.md, docs/items/current-system/wall_base_200.md, docs/items/current-system/desk_banko_200_L.md, docs/items/current-system/wall_separator_50.md, docs/items/current-system/desk_banko_100.md, docs/items/current-system/desk_banko_150.md"
profile_91,profile_91,Profil 91 cm,profile,LEAF_ITEMS,,,,,,,,,,,13685716,,,,91,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,true,true,Panel Ek Modül,8,,8,profile_91,Profil 91 cm,,,,,,,,,,,,,profile,,,,,,100,true,free-editable,editable,editable,procedural,static,standalone,self,src/itemBom.js,,src/designState.js,project-state,true,stand-edge,segment,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,standard,50,"""[""""separator""""]""",wall,90,inherit,true,include,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createProfileModuleState,true,,"itemKey, type, widthCm, depthCm, heightCm",,,8,,,,350,,profile_91,,,,,,,,,,,,,,,,,profile,,,,,100,true,,1,profile_91×1 adet,,,,,door_100 (door-100 ×1 straight); BASE_100 (base-100 ×4); desk_banko_100 (counter-100 ×3); desk_banko_100_L (counter-l-100 ×5); desk_banko_150_L (counter-l-150 ×1); wall_100 (wall-straight-100 ×2 straight); wall_100_short_up_2 (wall-short-up-2-100 ×2 straight); wall_100_short_up_1 (wall-short-up-1-100 ×2 straight); wall_base_100 (base-wall-100 ×4 straight); wall_separator_100 (separator-100 ×2 straight); wall_separator_100_sarmasik (separator-100 ×2 straight); wall_shelf_2_100 (shelf-wall-100-2 ×2 straight); wall_shelf_3_100 (shelf-wall-100-3 ×2 straight); wall_showcase_100_2 (showcase-2-100 ×4 straight); wall_showcase_100_3 (showcase-3-100 ×4 straight),,,,,,,,,,100,createProfileModule,true,true,true,true,evet,evet,hayır,hayır,hayır,hayır,hayır,evet,evet,IndexedDB put(project) — alan şeması yok,project.modules[] factory state + placement,,docs/items/definitions/profile_91.md,"src/moduleContracts.js, src/catalog.js, src/items.js, src/moduleRecipes.js","test/counterRecipes.test.js, test/baseWallRecipes.test.js, test/baseRecipes.test.js, test/baseItemsContract.test.js, test/wallShowcaseItemContract.test.js, test/wallShelfItemsContract.test.js, test/wallSeparatorItemsContract.test.js, test/wallFlatPanelItemsContract.test.js, test/wallBaseItemsContract.test.js, test/uprightFieldPlacement.test.js, test/showcaseRecipes.test.js, test/separatorRecipes.test.js, test/profilesItemContract.test.js, test/profileIntrinsicProperties.test.js, test/profileFieldPlacement.test.js, test/profile190ItemContract.test.js, test/moduleRecipes.test.js, test/lCounter150Contract.test.js, test/lCounter100Contract.test.js, test/doorCompositeItemContract.test.js, test/deskBankoItemsContract.test.js",,"docs/items/definitions/door_100.md, docs/items/definitions/wall_showcase_100_2.md, docs/items/definitions/profile_91.md, docs/items/definitions/wall_showcase_100_3.md, docs/items/door_100_full_system_audit.md, docs/items/ITEM_LIST.md, docs/items/current-system/desk_banko_150_L.md, docs/items/current-system/wall_shelf_2_100.md, docs/items/current-system/desk_banko_100_L.md, docs/items/current-system/BASE_100.md, docs/items/current-system/door_100.md, docs/items/current-system/wall_showcase_100_2.md, docs/items/current-system/profile_91.md, docs/items/current-system/wall_100.md, docs/items/current-system/desk_banko_100.md, docs/items/current-system/wall_separator_100.md, docs/items/current-system/wall_shelf_3_100.md, docs/items/current-system/wall_separator_100_sarmasik.md, docs/items/current-system/wall_base_100.md, docs/items/current-system/wall_showcase_100_3.md"
profile_140_5,profile_140_5,"Profil 140,5 cm",profile,LEAF_ITEMS,,,,,,,,,,,13685716,,,,140.5,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,true,true,Panel Ek Modül,8,,8,profile_140_5,"Profil 140,5 cm",,,,,,,,,,,,,profile,,,,,,150,true,free-editable,editable,editable,procedural,static,standalone,self,src/itemBom.js,,src/designState.js,project-state,true,stand-edge,segment,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,standard,50,"""[""""separator""""]""",wall,90,inherit,true,include,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createProfileModuleState,true,,"itemKey, type, widthCm, depthCm, heightCm",,,8,,,,350,,profile_140_5,,,,,,,,,,,,,,,,,profile,,,,,150,true,,1,profile_140_5×1 adet,,,,,BASE_150 (base-150 ×4); desk_banko_150 (counter-150 ×3); desk_banko_150_L (counter-l-150 ×5); desk_banko_200_L (counter-l-200 ×1); wall_150 (wall-straight-150 ×2 straight); wall_150_short_up_2 (wall-short-up-2-150 ×2 straight); wall_150_short_up_1 (wall-short-up-1-150 ×2 straight); wall_base_150 (base-wall-150 ×4 straight); wall_shelf_2_150 (shelf-wall-150-2 ×2 straight); wall_shelf_3_150 (shelf-wall-150-3 ×2 straight),,,,,,,,,,150,createProfileModule,true,true,true,true,evet,evet,hayır,hayır,hayır,hayır,hayır,evet,evet,IndexedDB put(project) — alan şeması yok,project.modules[] factory state + placement,,docs/items/definitions/profile_140_5.md,"src/moduleContracts.js, src/catalog.js, src/items.js, src/moduleRecipes.js","test/counterRecipes.test.js, test/baseWallRecipes.test.js, test/baseRecipes.test.js, test/baseItemsContract.test.js, test/wallShelfItemsContract.test.js, test/wallFlatPanelItemsContract.test.js, test/wallBaseItemsContract.test.js, test/uprightFieldPlacement.test.js, test/profilesItemContract.test.js, test/profileIntrinsicProperties.test.js, test/profileFieldPlacement.test.js, test/profile190ItemContract.test.js, test/moduleRecipes.test.js, test/deskBankoItemsContract.test.js, test/lCounter200Contract.test.js, test/lCounter150Contract.test.js",,"docs/items/definitions/profile_140_5.md, docs/items/ITEM_LIST.md, docs/items/current-system/wall_shelf_3_150.md, docs/items/current-system/desk_banko_150.md, docs/items/current-system/BASE_150.md, docs/items/current-system/wall_base_150.md, docs/items/current-system/desk_banko_200_L.md, docs/items/current-system/wall_150.md, docs/items/current-system/wall_shelf_2_150.md, docs/items/current-system/profile_140_5.md, docs/items/current-system/desk_banko_150_L.md"
profile_190,profile_190,Profil 190 cm,profile,LEAF_ITEMS,,,,,,,,,,,13685716,,,,190,,,,,8,,,,alüminyum,,,,,,,,,,,,adet,,,,,,,true,true,Panel Ek Modül,8,,8,profile_190,Profil 190 cm,,,,,,,,,,,,,profile,,,,,,200,true,free-editable,editable,editable,procedural,static,standalone,self,src/itemBom.js,,src/designState.js,project-state,true,stand-edge,segment,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,standard,50,"""[""""separator""""]""",wall,90,inherit,true,include,true,"""{""""minCm"""":0,""""maxCm"""":350}""",,false,false,false,false,false,createProfileModuleState,true,,"itemKey, type, widthCm, depthCm, heightCm",,,8,,,,350,,profile_190,,,,,,,,,,,,,,,,,profile,,,,,200,true,,1,profile_190×1 adet,,,,,BASE_200 (base-200 ×4); desk_banko_200 (counter-200 ×3); desk_banko_200_L (counter-l-200 ×5); wall_200 (wall-straight-200 ×2 straight); wall_200_short_up_2 (wall-short-up-2-200 ×2 straight); wall_200_short_up_1 (wall-short-up-1-200 ×2 straight); wall_base_200 (base-wall-200 ×4 straight); wall_shelf_2_200 (shelf-wall-200-2 ×2 straight); wall_shelf_3_200 (shelf-wall-200-3 ×2 straight),,,,,,,,,,200,createProfileModule,true,true,true,true,evet,evet,hayır,hayır,hayır,hayır,hayır,evet,evet,IndexedDB put(project) — alan şeması yok,project.modules[] factory state + placement,,docs/items/definitions/profile_190.md,"src/moduleContracts.js, src/catalog.js, src/items.js, src/moduleRecipes.js","test/counterRecipes.test.js, test/deskBankoItemsContract.test.js, test/baseWallRecipes.test.js, test/moduleRecipes.test.js, test/baseRecipes.test.js, test/baseItemsContract.test.js, test/moduleBehaviorPolicy.test.js, test/wallShelfItemsContract.test.js, test/wallFlatPanelItemsContract.test.js, test/wallBaseItemsContract.test.js, test/lCounter200Contract.test.js, test/uprightFieldPlacement.test.js, test/profilesItemContract.test.js, test/profileIntrinsicProperties.test.js, test/profileFieldPlacement.test.js, test/profile190ItemContract.test.js",,"docs/items/definitions/profile_190.md, docs/items/ITEM_LIST.md, docs/items/current-system/desk_banko_200.md, docs/items/current-system/wall_200.md, docs/items/current-system/BASE_200.md, docs/items/current-system/profile_190.md, docs/items/current-system/desk_banko_200_L.md, docs/items/current-system/wall_shelf_2_200.md, docs/items/current-system/wall_base_200.md, docs/items/current-system/wall_shelf_3_200.md"
panel_48_5,panel_48_5,"Panel 48,5 × 47 cm",panel,LEAF_ITEMS,,,,,,,,,,,,,,47,,,,,,0.8,,48.5,,sunta,,,50,,straight,,,,,,,adet,,,,,,,false,false,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,true,stand-edge,segment,physical,full,segment,0,standard,silhouette,0.38,module-silhouette,standard,50,[],wall,90,inherit,true,include,false,"""{""""minCm"""":0,""""maxCm"""":47}""",,false,false,false,false,false,,false,MODULE_STATE_FACTORIES içinde type yok: panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,1,panel_48_5×1 adet,,,,,BASE_100 (base-100 ×2); BASE_150 (base-150 ×2); BASE_200 (base-200 ×2); desk_banko_100 (counter-100 ×4); desk_banko_150 (counter-150 ×4); desk_banko_200 (counter-200 ×4); desk_banko_100_L (counter-l-100 ×4); desk_banko_150_L (counter-l-150 ×4); desk_banko_200_L (counter-l-200 ×4); wall_50 (wall-straight-50 ×7 straight); wall_50_short_up_2 (wall-short-up-2-50 ×2 straight); wall_50_short_up_1 (wall-short-up-1-50 ×1 straight); wall_base_100 (base-wall-100 ×2 straight); wall_base_150 (base-wall-150 ×2 straight); wall_base_200 (base-wall-200 ×2 straight),,,,,,,,,,,,false,false,false,false,hayır,hayır,hayır,hayır,hayır,hayır,hayır,hayır,hayır,IndexedDB put(project) — alan şeması yok,doğrudan persist yok (parent BOM/recipe içinde),,docs/items/definitions/panel_48_5.md,"src/items.js, src/moduleRecipes.js, src/designState.js","test/counterRecipes.test.js, test/cornerPanelsItemContract.test.js, test/boardMaterialItemContract.test.js, test/baseWallRecipes.test.js, test/baseRecipes.test.js, test/baseItemsContract.test.js, test/wallSeparatorItemsContract.test.js, test/wallFlatPanelItemsContract.test.js, test/wallBaseItemsContract.test.js, test/straightPanelsItemContract.test.js, test/separatorRecipes.test.js, test/separatorPanelsItemContract.test.js, test/moduleRecipes.test.js, test/deskBankoItemsContract.test.js, test/lCounter200Contract.test.js, test/lCounter150Contract.test.js, test/lCounter100Contract.test.js",,"docs/items/definitions/panel_48_5.md, docs/items/definitions/wall_separator_50.md, docs/items/definitions/panel_corner_42_5.md, docs/items/definitions/separator_panel_48_5.md, docs/items/ITEM_LIST.md, docs/items/current-system/separator_panel_48_5.md, docs/items/current-system/wall_base_150.md, docs/items/current-system/wall_base_100.md, docs/items/current-system/desk_banko_200.md, docs/items/current-system/panel_48_5.md, docs/items/current-system/BASE_150.md, docs/items/current-system/BASE_200.md, docs/items/current-system/wall_separator_50_sarmasik.md, docs/items/current-system/wall_base_200.md, docs/items/current-system/desk_banko_100_L.md, docs/items/current-system/desk_banko_150_L.md, docs/items/current-system/BASE_100.md, docs/items/current-system/wall_50.md, docs/items/current-system/desk_banko_200_L.md, docs/items/current-system/wall_separator_50.md, docs/items/current-system/desk_banko_100.md, docs/items/current-system/desk_banko_150.md"
